netuid,uid,hotkey(ss58),coldkey(ss58),block_number,timestamp,trust,stake,validator_trust,incentive,dividends,emission,active,validator_permit,daily_reward,registered_at_block,is_immunity_period,rank
45,30,5GKH9FPPnWSUoeeTJp19wVtd84XqFW4pyK2ijV2GsFbhTrP1,5GcCZ2BPXBjgG88tXJCEtkbdg2hNrPbL4EFfbiVRvBZdSQDC,4336511,2024 11 24 15 26,0,1134801447690184,0.92777904936293583581,0,0.20677500572213321126,485248503,True,True,9704970060,3638816,False,1
45,250,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,5HBtpwxuGNL1gwzwomwR7sjwUt8WXYSuWcLYN6f9KpTZkP4k,4336511,2024 11 24 15 26,0.47495231555657282368,989569764615376,0.82084382391088731212,0.00076295109483482109,0.14613565270466163119,344762914,True,True,6895258280,3907951,False,2
45,217,5CsvRJXuR955WojnGMdok1hbhffZyB4N5ocrv82f3p5A2zVp,5EJAqczgzCMvWcmXhKMZH4vMS5gPy8BjeuHjz5o5yN6RYzX2,4336511,2024 11 24 15 26,0.43486686503395132372,581567979095583,0.99998474097810330358,0.00065613794155794614,0.11580071717402914473,273312323,True,True,5466246460,3676556,False,3
45,60,5HEo565WAy4Dbq3Sv271SAi7syBSofyfhhwRNjFNSM2gP9M2,5E9fVY1jexCNVMjd2rdBsAxeamFGEMfzHcyTn2fHgdHeYc5p,4336511,2024 11 24 15 26,0.54309910734721904326,575228993068732,0.93284504463263904784,0.00064087891966124971,0.10724040588998245212,253218387,True,True,5064367740,3862285,False,4
45,211,5FxcZraZACr4L78jWkcYe3FHdiwiAUzrKLVtsSwkvFobBKqq,5GP8N57T2oja6qR9y3FQDYjrEFxnhmx3ZuiadE64yw6h5For,4336511,2024 11 24 15 26,0.53249408712901503014,526076118845274,0.93929961089494163424,0.00065613794155794614,0.09535362783245593957,225323844,True,True,4506476880,4114791,False,5
45,1,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,5GZSAgaVGQqegjhEkxpJjpSVLVmNnE2vx2PFLzr7kBBMKpGQ,4336511,2024 11 24 15 26,0.4749675745784695201,503931385781040,0.66721599145494773785,0.00076295109483482109,0.07338063630121309224,174031871,True,True,3480637420,3633239,False,6
45,81,5HT1drD4JEWTejbqAWV178aK3EUkVBTahdrJfFcwZfhGgYdJ,5F953EH5EVc9BUKYLhktAdzH1waVdgEtwyh5ygTrwCuJkwML,4336511,2024 11 24 15 26,0.40541695277332722972,340864317045389,0.97460898756389715419,0.00061036087586785687,0.06623941405355916686,156915414,True,True,3138308280,3880180,False,8
45,3,5F2CsUDVbRbVMXTh9fAzF9GacjVX7UapvRxidrxe7z8BYckQ,5CMEwRYLefRmtJg7zzRyJtcXrQqmspr9B1r1nKySDReA37Z1,4336511,2024 11 24 15 26,0.47502861066605630579,471754087867112,0.82325474937056534676,0.00076295109483482109,0.05142290379186694133,122494747,True,True,2449894940,3633355,False,7
45,47,5Fy3MjrdKRvUWSuJa4Yd5dmBYunzKNmXnLcvP22NfaTvhQCY,5HJvTnicbUEyKHE8pu3tWVhECRiqgDmxKE3AcG4H4djeyRK8,4336511,2024 11 24 15 26,0.49788662546730754559,217898734790556,0.93928435187304493782,0.00071717402914473182,0.03524834058136873426,84454982,True,True,1689099640,3711075,False,9
45,57,5DQ2Geab6G25wiZ4jGH6wJM8fekrm1QhV9hrRuntjBVxxKZm,5DALJz7mndb2b4bAaxtokVSrKpd9PS48qYPyYerb4xFs7KDb,4336511,2024 11 24 15 26,0.49323262378881513695,177271206597104,0.93928435187304493782,0.00073243305104142824,0.02783245593957427329,67050077,True,True,1341001540,3647438,False,10
45,17,5E4z3h9yVhmQyCFWNbY9BPpwhx4xFiPwq3eeqmBgVF6KULde,5DSsZGwBuYHRDA7HzdZUVBhKKpZpJKcf7rTd9y5Gz1SQyo9V,4336511,2024 11 24 15 26,0.47502861066605630579,148862999987234,0.37274738689250019074,0.00076295109483482109,0.02220187685969329366,53920841,True,True,1078416820,3688233,False,11
45,193,5G1NjW9YhXLadMWajvTkfcJy6up3yH2q1YzMXDTi6ijanChe,5DyMLUKuc6T3QFAXKd3w6dTcxmcH1WBZ1gDrRwJAnPf7N28w,4336511,2024 11 24 15 26,0.46784161135271229114,108708851962020,0.94352635996032654307,0.00074769207293812467,0.02020294499122606241,49189468,True,True,983789360,3738593,False,12
45,52,5CVS9d1NcQyWKUyadLevwGxg6LgBcF9Lik6NSnbe5q59jwhE,5EsutAGoekFjUm8DHAXSpLBGMKDUGALsLCbEb5JCwK6yiwTH,4336511,2024 11 24 15 26,0.47063401235980773632,66602412581866,0.97216754406042572671,0.00074769207293812467,0.01307698176546883345,32479184,True,True,649583680,3704275,False,13
