netuid,uid,hotkey(ss58),coldkey(ss58),block_number,timestamp,trust,stake,validator_trust,incentive,dividends,emission,active,validator_permit,daily_reward,registered_at_block,is_immunity_period,rank
45,30,5GKH9FPPnWSUoeeTJp19wVtd84XqFW4pyK2ijV2GsFbhTrP1,5GcCZ2BPXBjgG88tXJCEtkbdg2hNrPbL4EFfbiVRvBZdSQDC,4333710,2024 11 24 06 06,0,1134271458418892,0.90501258869306477455,0,0.21043717097734035248,493937243,True,True,9878744860,3638816,False,1
45,250,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,5HBtpwxuGNL1gwzwomwR7sjwUt8WXYSuWcLYN6f9KpTZkP4k,4333710,2024 11 24 06 06,0.60285343709468223087,988998922478975,0.36098268101014724956,0.00111390859845883879,0.14689860379949645228,347467586,True,True,6949351720,3907951,False,2
45,217,5CsvRJXuR955WojnGMdok1hbhffZyB4N5ocrv82f3p5A2zVp,5EJAqczgzCMvWcmXhKMZH4vMS5gPy8BjeuHjz5o5yN6RYzX2,4333710,2024 11 24 06 06,0.47537956816968032349,581589465794044,0.96726939803158617533,0.00074769207293812467,0.11767757686732280461,278002546,True,True,5560050920,3676556,False,4
45,60,5HEo565WAy4Dbq3Sv271SAi7syBSofyfhhwRNjFNSM2gP9M2,5E9fVY1jexCNVMjd2rdBsAxeamFGEMfzHcyTn2fHgdHeYc5p,4333710,2024 11 24 06 06,0.66936751354238193332,601339769072141,0.92561226825360494392,0.00086976424811169604,0.10542458228427557794,249519203,True,True,4990384060,3862285,False,3
45,211,5FxcZraZACr4L78jWkcYe3FHdiwiAUzrKLVtsSwkvFobBKqq,5GP8N57T2oja6qR9y3FQDYjrEFxnhmx3ZuiadE64yw6h5For,4333710,2024 11 24 06 06,0.67031357289997711147,505723567435930,0.92555123216601815824,0.00094605935759517815,0.09527733272297245747,225866930,True,True,4517338600,4114791,False,5
45,1,5FFApaS75bv5pJHfAp2FVLBj9ZaXuFDjEypsaBNc1wCfe52v,5GZSAgaVGQqegjhEkxpJjpSVLVmNnE2vx2PFLzr7kBBMKpGQ,4333710,2024 11 24 06 06,0.54352635996032654307,502810127766062,0.73815518425268940261,0.00094605935759517815,0.07380788891432059205,175514313,True,True,3510286260,3633239,False,6
45,81,5HT1drD4JEWTejbqAWV178aK3EUkVBTahdrJfFcwZfhGgYdJ,5F953EH5EVc9BUKYLhktAdzH1waVdgEtwyh5ygTrwCuJkwML,4333710,2024 11 24 06 06,0.54055085069047074083,340807092142840,0.95634393835355153735,0.00091554131380178531,0.06620889600976577401,157581426,True,True,3151628520,3880180,False,8
45,3,5F2CsUDVbRbVMXTh9fAzF9GacjVX7UapvRxidrxe7z8BYckQ,5CMEwRYLefRmtJg7zzRyJtcXrQqmspr9B1r1nKySDReA37Z1,4333710,2024 11 24 06 06,0.54354161898222323949,471796457702492,0.35970092317082475013,0.00094605935759517815,0.04704356450751506828,112675827,True,True,2253516540,3633355,False,7
45,47,5Fy3MjrdKRvUWSuJa4Yd5dmBYunzKNmXnLcvP22NfaTvhQCY,5HJvTnicbUEyKHE8pu3tWVhECRiqgDmxKE3AcG4H4djeyRK8,4333710,2024 11 24 06 06,0.54351110093842984665,218036296403233,0.78701457236591134508,0.00094605935759517815,0.0327458609903105211,79114472,True,True,1582289440,3711075,False,9
45,57,5DQ2Geab6G25wiZ4jGH6wJM8fekrm1QhV9hrRuntjBVxxKZm,5DALJz7mndb2b4bAaxtokVSrKpd9PS48qYPyYerb4xFs7KDb,4333710,2024 11 24 06 06,0.6211795223926146334,150906594446465,0.92553597314412146181,0.00106813153276874952,0.02684061951628900587,65532013,True,True,1310640260,3647438,False,11
45,17,5E4z3h9yVhmQyCFWNbY9BPpwhx4xFiPwq3eeqmBgVF6KULde,5DSsZGwBuYHRDA7HzdZUVBhKKpZpJKcf7rTd9y5Gz1SQyo9V,4333710,2024 11 24 06 06,0.60282291905088883803,169183420397402,0.59136339360646982528,0.00111390859845883879,0.02493324177920195315,61182611,True,True,1223652220,3688233,False,10
45,193,5G1NjW9YhXLadMWajvTkfcJy6up3yH2q1YzMXDTi6ijanChe,5DyMLUKuc6T3QFAXKd3w6dTcxmcH1WBZ1gDrRwJAnPf7N28w,4333710,2024 11 24 06 06,0.59548332951857785916,108658030255216,0.91544975967040512703,0.00108339055466544594,0.02041657129777981231,50509802,True,True,1010196040,3738593,False,12
45,52,5CVS9d1NcQyWKUyadLevwGxg6LgBcF9Lik6NSnbe5q59jwhE,5EsutAGoekFjUm8DHAXSpLBGMKDUGALsLCbEb5JCwK6yiwTH,4333710,2024 11 24 06 06,0.59876401922636758984,66537984958636,0.95509269855802243076,0.00109864957656214237,0.01333638513771267262,33898249,True,True,677964980,3704275,False,13
45,50,5F27Eqz2PhyMtGMEce898x31DokNqRVxkm5AhDDe6rDGNvoY,5GYXZBZoFA74nzAGg4R9omd2SfCDHiGufETtrLso6BRzv2p4,4333710,2024 11 24 06 06,0.60909437705043106737,53863118349847,0.92553597314412146181,0.00109864957656214237,0.00964370183871213855,25245506,True,True,504910120,4063585,False,14
45,146,5HbScNssaEfioJHXjcXdpyqo1AKnYjymidGF8opcF9rTFZdT,5F4XcaiEBkE3ARx2kG29KJ8e94nFfUZQYC4c7zfticastxiD,4333710,2024 11 24 06 06,0.56310368505378805219,49227651137624,0.91523613336385137713,0.00099183642328526741,0.00921644922560463874,23994675,True,True,479893500,3820633,False,15
45,173,5ECs7Ur3YPxGptvpZqvp1Bz4pUEdKGVXyFw6CLHp9XPMjsmz,5CqnYXq7fC4q6T2niZY77YDzUrXFQtppKkh7zb73cydSMn7p,4333710,2024 11 24 06 06,0.8324711985961699855,342347147,0,0.00822461280231937133,0,19321551,False,False,386431020,4316461,False,217
45,13,5F2QERFQii9JKmFBFVm8Vs26MkopoFA2rRxqWSH7qetfVv28,5GRPhvdPqUkrVerBW5RwVyUh6CDRsPF37pAS3SoWS5U6V8zw,4333710,2024 11 24 06 06,0.67783627069504844739,570803197,0,0.00682078278782330053,0,16020707,False,False,320414140,4224113,False,86
45,39,5Cetz37dmDGyQEqc4SkBdFg4KEPaiEssavMUH2wcZ36Y8joQ,5FvZoC1qBhtb4qCBRUUTniXaexSFHDPN65uCkED1mrru1LaY,4333710,2024 11 24 06 06,0.64617380025940337224,739613780,0,0.00619516289005874723,0,14563536,False,True,291270720,4300247,False,23
45,54,5Gn22mPVdqp9vGLCrF1vWenNDDBETcLXNR6NqkJ16CVKsroD,5HBgEKHJryVgWqZ6ixNrCLTGRzXuFqThfy4DKn1qviTyVDDr,4333710,2024 11 24 06 06,0.64850843060959792477,570832951,0,0.00616464484626535439,0,14469964,False,False,289399280,4084075,False,85
45,24,5Cr5YoQtQ4dQNcpiSFTSS7t9xN3dpR9TG2F9P3W2Z6VEmoB1,5DArAW4DVYh4MjjTGLpshSUuALNVRpMQGNq7uLResmES1vLn,4333710,2024 11 24 06 06,0.91610589761196307317,283257163,0,0.00602731364919508659,0,14151595,False,False,283031900,4322432,False,218
45,251,5GvC9xKdw5dn2oL3SRMuwfzu35Xs1jrVcGqUui8uVTYoNRe8,5Hjjy5PaoBeV1SyoWBueyV2nnc7vjXrM8QgM7Cd7otT3VGmJ,4333710,2024 11 24 06 06,0.59102769512474250401,590744119,0,0.00582894636453803311,0,13714498,False,True,274289960,3951957,False,38
45,140,5CqMtDvZiXNhsrEDWMBBiNLQrkLAQGRaQVSev7XqY2umrXKm,5DhxKnmfQRbyrmgmQr3eatq4C6V9NH6ivz9SkAjY4JRn78Ai,4333710,2024 11 24 06 06,0.56728465705348287175,555431596,0,0.00576791027695124743,0,13567450,False,False,271349000,4219437,False,139
45,40,5DtocBRRhvec8YDvrjgZ4QwNiFZzqDJ2vihBCSfqD8tBmZ4E,5DArAW4DVYh4MjjTGLpshSUuALNVRpMQGNq7uLResmES1vLn,4333710,2024 11 24 06 06,0.91583123521782253758,385071419,0,0.00566109712367437247,0,13311080,False,False,266221600,4288649,False,176
45,43,5C5o3ZY1YtdbLPbY17rPKzFCxMdFaA1AQ5HXTkyeyCvP6u4F,5FNcCJh2G9BS86Yn9RuJww1GxHJBuiyFQqsB9X325ngdSEBJ,4333710,2024 11 24 06 06,0.68700694285496299687,582207240,0,0.00566109712367437247,0,13291225,False,True,265824500,4192577,False,53
45,77,5C5zuHMMkiDoV5Ra4xZk31xpgZSAN4Nhd42zgijpXXK6UXLB,5DArAW4DVYh4MjjTGLpshSUuALNVRpMQGNq7uLResmES1vLn,4333710,2024 11 24 06 06,0.8847791256580453193,378480537,0,0.00564583810177767605,0,13261135,False,False,265222700,4271343,False,196
45,99,5C54cqYVA1W9XQq4rpx1jAy33JtCKxbkFAydQQs1YHevjTQJ,5D9xL6hJSyPq4VeU4tZbLvLxVdPAtuKkodfg8h5VE9PTBP1L,4333710,2024 11 24 06 06,0.58074311436636911574,561845935,0,0.00563057907988097963,0,13227387,False,False,264547740,4271636,False,117
45,151,5CAimqbtpHa7Au2J5HFs3b5FPXFrYbtw2YwqcLHdj8Tjd55V,5GE8PDRPNeBi6v5hDsa6uV8AXHYgMAP5kNowSNdsBwZXe9MD,4333710,2024 11 24 06 06,0.53382162203402761883,590311217,0,0.00560006103608758679,0,13144472,False,True,262889440,4200715,False,39
45,18,5FnSMiiAt58bStTm3FnqQtVKv79n1VNh1MaKWzECjpxEUuBy,5CaELgiM9pqQwi9ASb4QjqJgyTN64oXKSLeqUzZEiD7agfQP,4333710,2024 11 24 06 06,0.52753490501258869306,563174876,0,0.0055390249485008011,0,13027383,False,False,260547660,3940797,False,113
